,carat,cut,color,clarity,depth,table,price,x,y,z
19217,1.05,IDEAL,D,VVS2,61.9,54.0,11196,6.53,6.55,4.05
19218,2.0,PREMIUM,H,SI1,61.7,58.0,11200,7.82,7.77,4.81
19219,2.0,PREMIUM,H,SI2,62.1,60.0,11202,8.1,8.01,5.3
19220,2.0,FAIR,H,SI2,55.3,65.0,11202,8.42,8.35,4.64
19221,1.52,PREMIUM,H,VS2,59.4,59.0,11206,7.49,7.45,4.44
19222,1.52,IDEAL,H,VS2,60.7,56.0,11206,7.49,7.41,4.52
19223,1.14,IDEAL,E,VVS2,61.6,57.0,11206,6.68,6.73,4.13
19224,1.27,IDEAL,G,VS1,61.2,57.0,11206,6.97,6.98,4.27
19225,2.04,PREMIUM,J,VS2,60.9,59.0,11209,8.25,8.21,5.01
19226,1.54,PREMIUM,G,SI1,61.8,59.0,11209,7.37,7.32,4.54
19227,1.06,IDEAL,D,VVS2,61.1,56.0,11209,6.58,6.59,4.02
19228,1.51,GOOD,D,SI1,63.6,61.0,11212,7.1,7.25,4.56
19229,2.01,FAIR,J,SI1,64.4,61.0,11212,7.74,7.78,5
19230,1.28,VERY GOOD,G,VVS1,60.3,59.0,11214,6.99,7.03,4.23
19231,1.0,VERY GOOD,E,IF,62.5,55.0,11214,6.28,6.39,3.96
19232,1.5,VERY GOOD,G,VS1,59.1,62.0,11216,7.38,7.42,4.37
19233,1.62,IDEAL,I,VS2,61.8,55.0,11217,7.56,7.59,4.68
19234,1.26,IDEAL,G,VVS1,61.7,56.0,11218,6.96,6.98,4.3
19235,1.5,VERY GOOD,H,VS2,60.0,62.0,11220,7.38,7.41,4.44
19236,1.52,PREMIUM,D,SI1,60.8,61.0,11220,7.39,7.26,4.45
19237,1.61,IDEAL,E,SI2,61.3,59.0,11220,7.47,7.57,4.61
19238,2.34,IDEAL,H,I1,62.4,55.0,11221,8.51,8.44,5.29
19239,1.72,IDEAL,I,VS2,62.8,57.0,11226,7.69,7.63,4.81
19240,2.26,PREMIUM,H,SI2,61.9,58.0,11226,8.37,8.33,5.17
19241,1.71,PREMIUM,G,SI2,62.6,57.0,11227,7.66,7.6,4.78
19242,1.7,IDEAL,I,SI1,62.4,56.0,11228,7.68,7.64,4.78
19243,1.51,PREMIUM,G,SI1,60.5,59.0,11230,7.49,7.41,4.51
19244,1.53,IDEAL,G,SI1,62.4,57.0,11230,7.33,7.41,4.6
19245,1.5,PREMIUM,E,SI1,61.5,58.0,11233,7.28,7.36,4.5
19246,1.1,IDEAL,D,VVS2,62.0,57.0,11233,6.62,6.57,4.09
19247,1.1,PREMIUM,D,VVS2,61.7,56.0,11233,6.65,6.64,4.1
19248,2.06,IDEAL,J,SI2,61.9,55.0,11234,8.19,8.23,5.08
19249,1.52,GOOD,G,VS2,63.3,57.0,11235,7.27,7.32,4.62
19250,2.36,IDEAL,I,SI2,60.8,54.0,11238,8.68,8.57,5.24
19251,1.71,PREMIUM,I,VS1,60.6,57.0,11246,7.82,7.73,4.71
19252,1.31,IDEAL,G,VVS1,61.1,57.0,11247,7.06,7.01,4.3
19253,1.71,PREMIUM,G,SI2,60.9,58.0,11248,7.68,7.72,4.69
19254,1.28,IDEAL,G,VVS1,62.1,56.0,11248,6.96,6.93,4.31
19255,1.67,PREMIUM,H,SI1,59.4,61.0,11248,7.78,7.73,4.61
19256,1.39,PREMIUM,E,VS2,61.7,59.0,11248,7.13,7.09,4.39
19257,1.71,GOOD,I,VS2,58.0,60.0,11250,7.85,7.9,4.57
19258,1.59,IDEAL,E,SI2,62.3,55.0,11251,7.52,7.48,4.67
19259,1.31,PREMIUM,G,VVS2,59.6,61.0,11255,7.23,7.14,4.28
19260,2.0,IDEAL,I,SI2,59.8,55.0,11255,8.28,8.18,4.92
19261,1.51,IDEAL,G,SI1,62.9,57.0,11255,7.3,7.27,4.58
19262,1.51,PREMIUM,G,SI1,62.6,58.0,11255,7.3,7.27,4.56
19263,1.7,IDEAL,I,VS2,61.7,56.0,11257,7.64,7.72,4.74
19264,1.7,PREMIUM,I,VS2,61.7,59.0,11257,7.63,7.68,4.72
19265,1.7,PREMIUM,I,VS2,61.2,59.0,11257,7.55,7.62,4.64
19266,1.58,IDEAL,H,VS2,62.7,56.0,11262,7.39,7.44,4.65
19267,1.4,VERY GOOD,G,VS1,62.6,58.0,11262,7.03,7.07,4.41
19268,1.78,PREMIUM,H,SI2,59.1,60.0,11262,7.93,7.87,4.67
19269,1.51,VERY GOOD,E,SI1,61.4,60.0,11263,7.3,7.38,4.51
19270,1.51,PREMIUM,H,VS1,61.8,59.0,11263,7.32,7.27,4.51
19271,1.51,VERY GOOD,H,VS1,63.2,60.0,11263,7.23,7.17,4.55
19272,1.51,PREMIUM,H,VS1,61.0,60.0,11263,7.34,7.29,4.46
19273,1.51,FAIR,H,VS1,58.0,67.0,11263,7.63,7.57,4.41
19274,1.51,PREMIUM,H,VS2,62.9,59.0,11268,7.31,7.25,4.58
19275,1.51,PREMIUM,H,VS2,62.8,60.0,11268,7.28,7.25,4.56
19276,1.04,VERY GOOD,E,IF,63.6,58.0,11269,6.41,6.43,4.08
19277,1.41,PREMIUM,E,VS2,61.3,58.0,11269,7.29,7.25,4.46
19278,1.57,PREMIUM,H,VS1,59.8,60.0,11272,7.63,7.56,4.54
19279,1.52,IDEAL,H,VS2,62.4,58.0,11272,7.3,7.37,4.58
19280,2.04,VERY GOOD,J,SI2,61.7,57.0,11276,8.1,8.13,5.01
19281,1.04,PREMIUM,E,VVS1,60.9,58.0,11279,6.53,6.61,4
19282,1.53,PREMIUM,H,VS2,62.2,58.0,11280,7.34,7.3,4.55
19283,1.55,VERY GOOD,D,SI2,58.9,57.0,11284,7.59,7.63,4.48
19284,1.61,IDEAL,G,SI1,61.2,55.0,11294,7.62,7.57,4.65
19285,1.5,GOOD,G,VS2,59.0,58.0,11294,7.41,7.45,4.38
19286,1.58,IDEAL,E,SI1,61.4,55.0,11294,7.53,7.5,4.61
19287,1.5,IDEAL,H,VS1,62.3,54.7,11296,7.29,7.33,4.55
19288,1.2,PREMIUM,E,VVS2,62.1,58.0,11301,6.76,6.7,4.18
19289,1.43,IDEAL,G,VS1,59.9,57.0,11302,7.35,7.3,4.39
19290,1.5,VERY GOOD,H,VVS2,62.7,58.0,11303,7.21,7.24,4.53
19291,1.53,GOOD,E,SI1,63.5,58.0,11303,7.29,7.35,4.65
19292,1.61,PREMIUM,G,SI1,62.6,58.0,11303,7.48,7.45,4.67
19293,1.64,IDEAL,I,VS1,60.5,57.0,11305,7.68,7.62,4.64
19294,1.65,PREMIUM,D,SI1,60.4,60.0,11310,7.63,7.58,4.59
19295,2.01,GOOD,I,SI2,56.9,59.0,11312,8.41,8.3,4.74
19296,2.01,PREMIUM,I,SI2,63.0,56.0,11312,8.05,7.96,5.05
19297,2.08,GOOD,I,SI2,57.0,63.0,11313,8.49,8.45,4.83
19298,1.37,IDEAL,E,VS2,60.3,54.0,11314,7.26,7.2,4.36
19299,2.02,IDEAL,J,SI2,62.7,56.9,11314,8.03,8.07,5.05
19300,2.0,FAIR,I,VS1,58.5,68.0,11322,8.26,8.15,4.8
19301,1.5,PREMIUM,H,VS2,60.0,62.0,11322,7.41,7.38,4.44
19302,1.26,IDEAL,E,VS1,61.2,56.0,11323,6.97,6.93,4.25
19303,1.5,VERY GOOD,E,SI1,59.4,59.0,11325,7.42,7.49,4.43
19304,1.8,PREMIUM,J,VS1,58.2,61.0,11329,8.07,7.95,4.66
19305,1.11,VERY GOOD,E,VVS1,60.2,59.0,11330,6.67,6.79,4.05
19306,1.59,VERY GOOD,H,VS2,60.7,61.1,11333,7.5,7.56,4.57
19307,1.59,PREMIUM,H,VS2,62.1,58.0,11333,7.42,7.48,4.63
19308,1.52,IDEAL,H,VS2,61.8,55.1,11333,7.38,7.42,4.58
19309,1.54,IDEAL,G,SI1,61.5,55.0,11333,7.4,7.45,4.57
19310,1.03,PREMIUM,D,VVS2,60.1,58.0,11335,6.55,6.6,3.95
19311,1.81,GOOD,G,SI2,58.9,55.0,11336,7.99,8.04,4.72
19312,2.06,IDEAL,J,SI2,61.9,55.0,11337,8.23,8.19,5.08
19313,1.52,VERY GOOD,G,VS2,63.3,57.0,11338,7.32,7.27,4.62
19314,1.56,PREMIUM,H,VS1,62.0,57.0,11345,7.48,7.43,4.62
19315,1.41,PREMIUM,G,VS1,62.1,59.0,11347,7.1,7.06,4.4
19316,1.62,VERY GOOD,H,SI1,62.2,58.0,11351,7.46,7.5,4.65
19317,1.71,PREMIUM,G,SI2,60.9,58.0,11351,7.72,7.68,4.69
19318,1.5,VERY GOOD,D,SI1,63.4,58.0,11352,7.16,7.25,4.57
19319,1.5,VERY GOOD,D,SI1,63.5,57.0,11352,7.23,7.28,4.61
19320,2.0,FAIR,G,SI2,65.1,57.0,11355,7.84,7.78,5.09
19321,2.0,PREMIUM,G,SI2,61.7,60.0,11355,7.95,7.9,4.89
19322,1.5,PREMIUM,H,VS2,61.8,59.0,11360,7.3,7.35,4.53
19323,1.7,PREMIUM,I,VS2,61.2,59.0,11360,7.62,7.55,4.64
19324,1.7,PREMIUM,I,VS2,61.7,59.0,11360,7.68,7.63,4.72
19325,1.7,IDEAL,I,VS2,61.7,56.0,11360,7.72,7.64,4.74
19326,1.72,PREMIUM,I,VS2,58.3,61.0,11360,7.91,7.87,4.6
19327,1.55,GOOD,H,VS2,61.0,61.0,11364,7.42,7.47,4.54
19328,1.58,IDEAL,H,VS2,62.7,56.0,11365,7.44,7.39,4.65
19329,1.5,GOOD,E,SI1,63.0,54.0,11368,7.19,7.26,4.55
19330,1.7,PREMIUM,I,VS2,60.5,61.0,11369,7.68,7.65,4.64
19331,1.28,IDEAL,G,IF,60.8,57.0,11372,7.02,7.05,4.28
19332,1.24,IDEAL,G,IF,62.4,56.0,11376,6.86,6.89,4.29
19333,1.52,IDEAL,H,VS2,61.8,54.0,11379,7.42,7.43,4.59
19334,1.52,IDEAL,H,VS2,61.9,55.0,11379,7.38,7.43,4.58
19335,2.03,IDEAL,H,SI2,61.9,57.0,11379,8.14,8.1,5.03
19336,1.58,PREMIUM,G,VS1,60.8,58.0,11380,7.58,7.52,4.59
19337,1.04,PREMIUM,E,VVS1,60.9,58.0,11382,6.61,6.53,4
19338,1.5,IDEAL,E,SI1,62.0,55.0,11385,7.32,7.4,4.56
19339,1.01,PREMIUM,E,IF,62.6,58.0,11387,6.37,6.44,4.01
19340,0.3,VERY GOOD,H,SI1,61.3,58.0,421,4.29,4.33,2.64
19341,0.3,VERY GOOD,H,SI1,63.0,54.0,421,4.27,4.3,2.7
19342,0.3,VERY GOOD,H,SI2,63.4,55.0,422,4.26,4.22,2.69
19343,0.3,IDEAL,G,SI2,61.8,57.0,422,4.31,4.33,2.67
19344,0.3,IDEAL,G,SI2,62.1,58.0,422,4.27,4.3,2.66
19345,0.3,IDEAL,G,SI2,61.4,56.0,422,4.33,4.34,2.66
19346,0.3,IDEAL,G,SI2,61.9,57.0,422,4.28,4.31,2.66
19347,0.3,IDEAL,G,SI2,62.0,55.0,422,4.28,4.33,2.67
19348,0.3,IDEAL,G,SI2,61.6,56.0,422,4.32,4.35,2.67
19349,0.3,IDEAL,I,SI1,61.7,57.0,422,4.3,4.32,2.66
19350,0.3,IDEAL,I,SI1,61.9,58.0,422,4.27,4.32,2.66
19351,0.3,IDEAL,I,SI1,61.9,57.0,422,4.28,4.31,2.66
19352,0.3,IDEAL,I,SI1,61.9,57.0,422,4.29,4.31,2.66
19353,0.3,IDEAL,I,SI1,62.5,58.0,422,4.25,4.29,2.67
19354,0.3,IDEAL,I,SI1,61.2,58.0,422,4.28,4.31,2.63
19355,0.3,IDEAL,I,SI1,61.5,57.0,422,4.3,4.35,2.66
19356,0.3,IDEAL,I,SI1,61.9,57.0,422,4.3,4.32,2.67
19357,0.3,IDEAL,G,SI1,62.1,53.0,422,4.32,4.37,2.7
19358,0.3,IDEAL,G,SI1,62.2,55.0,422,4.27,4.32,2.67
19359,0.3,IDEAL,G,SI1,60.9,57.0,422,4.34,4.39,2.66
19360,0.26,VERY GOOD,G,VS2,61.7,57.0,423,4.11,4.15,2.55
19361,0.26,VERY GOOD,G,VS1,62.4,56.0,423,4.08,4.1,2.55
19362,0.23,IDEAL,H,VS1,61.2,55.0,423,3.94,3.97,2.42
19363,0.23,IDEAL,E,VS2,62.6,57.0,423,3.88,3.92,2.44
19364,0.31,IDEAL,J,VS1,61.2,55.0,424,4.37,4.39,2.68
19365,0.31,IDEAL,J,VS1,62.1,55.0,424,4.35,4.38,2.71
19366,0.31,IDEAL,I,VS1,61.7,55.0,424,4.36,4.39,2.7
19367,0.3,IDEAL,H,SI1,61.3,59.0,425,4.29,4.33,2.64
19368,0.33,IDEAL,D,SI2,62.9,56.0,631,4.43,4.41,2.78
19369,0.33,IDEAL,D,SI2,62.4,56.0,631,4.44,4.41,2.76
19370,0.33,PREMIUM,D,SI2,60.7,56.0,631,4.46,4.43,2.7
19371,0.33,PREMIUM,D,SI2,62.1,58.0,631,4.43,4.4,2.74
19372,0.33,IDEAL,D,SI2,62.4,57.0,631,4.42,4.39,2.75
19373,0.33,VERY GOOD,D,SI2,63.3,53.0,631,4.42,4.39,2.79
19374,0.33,IDEAL,G,SI1,61.4,57.0,631,4.48,4.45,2.74
19375,0.33,PREMIUM,G,SI1,61.6,57.0,631,4.45,4.42,2.73
19376,0.33,PREMIUM,G,SI1,62.3,59.0,631,4.44,4.39,2.75
19377,0.33,VERY GOOD,G,SI1,63.2,57.0,631,4.44,4.39,2.79
19378,0.36,PREMIUM,H,VS1,60.5,59.0,631,4.6,4.63,2.79
19379,0.36,GOOD,E,SI1,63.1,58.0,631,4.49,4.54,2.85
19380,0.36,IDEAL,E,SI1,61.9,56.0,631,4.53,4.58,2.82
19381,0.36,VERY GOOD,E,SI1,60.8,59.0,631,4.56,4.59,2.78
19382,0.36,IDEAL,E,SI1,61.4,57.0,631,4.56,4.59,2.81
19383,0.3,GOOD,I,IF,63.3,57.0,631,4.23,4.3,2.7
19384,0.3,GOOD,I,IF,63.3,56.0,631,4.21,4.26,2.68
19385,0.4,VERY GOOD,J,VS1,63.0,58.0,631,4.66,4.7,2.95
19386,0.36,VERY GOOD,E,SI1,62.9,56.0,631,4.52,4.57,2.86
19387,0.36,IDEAL,E,SI1,62.4,55.0,631,4.55,4.58,2.85
19388,0.36,VERY GOOD,E,SI1,62.4,55.0,631,4.52,4.55,2.83
19389,0.4,IDEAL,J,VS1,62.6,55.0,631,4.71,4.75,2.96
19390,0.36,VERY GOOD,E,SI1,61.3,56.0,631,4.58,4.62,2.82
19391,0.36,VERY GOOD,E,VS2,59.9,55.0,631,4.66,4.69,2.8
19392,0.36,PREMIUM,E,SI1,60.9,60.0,631,4.56,4.61,2.79
19393,0.4,PREMIUM,J,VS1,60.7,60.0,631,4.76,4.79,2.9
19394,0.36,VERY GOOD,E,VS2,62.9,56.0,631,4.52,4.54,2.85
19395,0.36,IDEAL,E,SI1,62.0,57.0,631,4.53,4.57,2.82
19396,0.36,IDEAL,H,VS1,61.8,57.0,631,4.56,4.6,2.83
19397,1.13,IDEAL,E,VVS2,60.1,59.0,11387,6.77,6.81,4.08
19398,1.31,PREMIUM,G,VVS2,62.7,59.0,11389,6.96,6.92,4.35
19399,1.71,VERY GOOD,I,VS2,63.4,59.0,11389,7.53,7.45,4.75
19400,2.02,VERY GOOD,I,SI2,63.3,59.0,11390,7.93,8.0,5.04
19401,1.52,VERY GOOD,J,VVS2,62.1,60.0,11392,7.33,7.36,4.56
19402,1.21,PREMIUM,E,VVS2,61.9,58.0,11395,6.84,6.79,4.22
19403,2.0,GOOD,I,SI2,64.2,52.0,11400,7.91,7.88,5.07
19404,1.01,IDEAL,E,VVS2,61.7,57.0,11400,6.42,6.44,3.97
19405,1.67,PREMIUM,I,VS1,61.1,58.0,11400,7.69,7.6,4.67
19406,1.28,IDEAL,G,IF,62.0,55.6,11401,6.94,6.96,4.31
19407,2.0,VERY GOOD,J,SI1,61.9,59.0,11404,7.96,8.0,4.94
19408,2.01,VERY GOOD,J,SI2,60.6,60.0,11406,8.11,8.19,4.94
19409,1.83,IDEAL,J,VS2,62.0,56.0,11406,7.84,7.9,4.88
19410,1.53,VERY GOOD,E,SI1,63.5,58.0,11406,7.35,7.29,4.65
19411,1.33,IDEAL,D,VS2,62.8,56.0,11409,7.08,7.03,4.43
19412,1.53,PREMIUM,H,VS1,60.8,59.0,11413,7.41,7.36,4.49
19413,1.57,PREMIUM,H,VS2,62.2,58.0,11415,7.45,7.4,4.62
19414,1.86,VERY GOOD,H,SI2,62.3,57.0,11416,7.82,7.85,4.88
19415,1.23,IDEAL,G,VVS1,61.4,55.0,11417,6.89,6.93,4.24
19416,1.32,IDEAL,G,VVS2,62.3,57.0,11419,6.96,7.04,4.36
19417,1.58,IDEAL,H,VS2,63.0,56.0,11419,7.39,7.46,4.68
19418,1.28,IDEAL,E,VS1,61.7,57.0,11419,6.93,6.97,4.29
19419,1.02,VERY GOOD,E,IF,58.1,59.0,11420,6.71,6.75,3.91
19420,1.53,PREMIUM,G,SI1,62.3,58.0,11421,7.35,7.3,4.56
19421,1.25,IDEAL,E,VS2,60.7,56.0,11422,6.97,6.99,4.24
19422,1.62,VERY GOOD,H,VS2,59.6,59.0,11427,7.59,7.67,4.55
19423,1.58,IDEAL,D,SI2,62.5,55.0,11428,7.39,7.45,4.64
19424,1.55,PREMIUM,H,VS2,61.7,59.0,11428,7.44,7.4,4.58
19425,1.55,IDEAL,I,VVS2,61.3,59.0,11430,7.41,7.46,4.56
19426,1.7,VERY GOOD,D,SI2,60.8,59.0,11431,7.76,7.83,4.75
19427,1.53,IDEAL,I,VS2,61.5,56.0,11434,7.39,7.44,4.55
19428,1.42,PREMIUM,G,VS1,62.1,56.0,11434,7.27,7.22,4.5
19429,1.51,PREMIUM,H,VS2,60.2,60.0,11435,7.33,7.35,4.42
19430,1.51,PREMIUM,H,VS2,62.3,59.0,11435,7.28,7.32,4.55
19431,1.51,IDEAL,H,VS2,62.2,57.0,11435,7.29,7.33,4.55
19432,1.58,IDEAL,I,VVS1,61.9,55.0,11435,7.47,7.51,4.64
19433,1.2,PREMIUM,E,VVS2,61.4,56.0,11435,6.94,6.83,4.23
19434,1.6,IDEAL,E,SI1,61.9,54.0,11437,7.56,7.5,4.66
19435,1.59,PREMIUM,H,VS2,62.1,58.0,11437,7.48,7.42,4.63
19436,1.59,IDEAL,H,VS2,60.7,61.0,11437,7.56,7.5,4.57
19437,1.5,VERY GOOD,D,SI1,62.7,59.0,11442,7.21,7.24,4.53
19438,1.5,VERY GOOD,D,SI1,60.7,62.0,11442,7.3,7.33,4.44
19439,1.01,IDEAL,D,VVS2,61.9,56.0,11442,6.41,6.45,3.98
19440,1.91,IDEAL,J,SI1,60.7,56.0,11447,8.01,8.09,4.89
19441,1.42,VERY GOOD,G,VS1,62.7,55.0,11452,7.11,7.17,4.48
19442,1.53,VERY GOOD,H,VS2,60.9,63.0,11452,7.37,7.41,4.5
19443,1.71,IDEAL,I,VS2,60.5,56.0,11455,7.71,7.73,4.67
19444,1.72,PREMIUM,H,VS2,59.5,60.0,11455,7.79,7.75,4.62
19445,1.62,PREMIUM,H,SI1,62.2,58.0,11455,7.5,7.46,4.65
19446,1.2,VERY GOOD,E,VVS2,63.2,56.0,11456,6.73,6.78,4.27
19447,1.31,IDEAL,G,VVS2,59.2,59.0,11459,7.12,7.18,4.23
19448,1.81,PREMIUM,H,SI2,62.0,60.0,11460,7.79,7.75,4.82
19449,1.51,VERY GOOD,E,SI1,62.8,59.0,11460,7.26,7.3,4.57
19450,1.51,GOOD,E,SI1,63.1,58.0,11460,7.23,7.28,4.58
19451,2.02,PREMIUM,J,SI2,62.7,60.0,11463,7.98,8.1,5.04
19452,1.5,PREMIUM,H,VS2,61.8,59.0,11464,7.35,7.3,4.53
19453,1.51,IDEAL,G,SI1,61.1,57.0,11465,7.46,7.4,4.54
19454,1.23,IDEAL,G,VVS1,59.5,57.0,11469,7.0,6.98,4.16
19455,1.57,PREMIUM,H,VS2,61.0,59.0,11470,7.5,7.54,4.59
19456,1.53,IDEAL,E,SI1,61.0,55.0,11470,7.44,7.49,4.55
19457,2.03,IDEAL,I,SI1,62.9,55.0,11472,8.11,8.04,5.08
19458,2.16,PREMIUM,H,SI2,62.3,57.0,11473,8.29,8.22,5.14
19459,1.07,VERY GOOD,E,IF,58.6,63.0,11475,6.7,6.79,3.95
19460,2.02,VERY GOOD,J,SI2,63.5,57.0,11475,7.94,8.02,5.07
19461,1.13,IDEAL,D,VS1,61.2,57.0,11477,6.7,6.72,4.1
19462,1.28,VERY GOOD,G,VVS2,59.5,56.0,11478,7.12,7.16,4.25
19463,1.01,PREMIUM,D,VVS1,59.3,59.0,11480,6.56,6.53,3.88
19464,1.51,PREMIUM,G,VS2,60.4,58.0,11480,7.38,7.43,4.47
19465,1.7,PREMIUM,I,VVS2,61.8,61.0,11481,7.57,7.5,4.66
19466,1.99,PREMIUM,G,SI2,59.1,61.0,11486,8.08,8.05,4.77
19467,1.51,GOOD,E,SI1,62.8,59.0,11487,7.16,7.2,4.51
19468,1.54,IDEAL,G,VS2,61.5,57.0,11487,7.44,7.41,4.57
19469,1.6,PREMIUM,G,VS2,62.2,59.0,11489,7.45,7.48,4.64
19470,1.5,PREMIUM,D,SI1,60.5,59.0,11489,7.44,7.39,4.49
19471,1.5,IDEAL,E,SI1,62.0,55.0,11489,7.4,7.32,4.56
19472,1.5,FAIR,E,SI1,56.2,58.0,11489,7.71,7.6,4.3
19473,1.58,PREMIUM,H,VS1,61.7,59.0,11491,7.48,7.42,4.6
19474,1.01,PREMIUM,E,IF,62.6,58.0,11491,6.44,6.37,4.01
19475,1.43,IDEAL,H,VS1,62.0,55.0,11498,7.21,7.28,4.49
19476,2.07,IDEAL,J,VS2,62.2,56.0,11500,8.2,8.16,5.09
19477,1.02,IDEAL,E,IF,62.6,57.0,11500,6.41,6.47,4.03
19478,2.29,VERY GOOD,H,SI2,63.4,57.0,11502,8.4,8.33,5.3
19479,1.24,IDEAL,G,VVS1,62.1,56.0,11503,6.86,6.91,4.28
19480,1.5,GOOD,G,VS2,58.8,64.0,11508,7.43,7.4,4.36
19481,1.5,GOOD,G,VS2,63.8,56.0,11508,7.2,7.15,4.58
19482,1.6,PREMIUM,H,VS2,62.6,58.0,11508,7.5,7.45,4.68
19483,2.0,VERY GOOD,J,SI2,62.8,57.0,11510,8.02,8.05,5.04
19484,1.52,IDEAL,G,SI1,63.0,55.0,11510,7.31,7.38,4.63
19485,1.04,IDEAL,D,VVS2,60.9,57.0,11511,6.54,6.6,4
19486,1.25,IDEAL,G,IF,60.2,54.0,11511,6.99,7.03,4.22
19487,1.51,VERY GOOD,I,VVS1,62.0,58.0,11512,7.27,7.31,4.52
19488,1.51,GOOD,H,VS1,59.1,58.0,11512,7.48,7.52,4.43
19489,1.7,VERY GOOD,I,VS1,60.6,59.0,11514,7.64,7.67,4.64
19490,1.52,PREMIUM,H,VS1,61.4,58.0,11516,7.3,7.44,4.55
19491,1.06,VERY GOOD,E,IF,62.7,58.0,11518,6.48,6.54,4.08
19492,1.7,PREMIUM,I,VS2,61.4,59.0,11519,7.6,7.68,4.69
19493,1.7,PREMIUM,I,VS2,60.7,59.0,11519,7.63,7.7,4.65
19494,1.4,GOOD,G,VVS2,63.4,59.0,11519,7.04,7.12,4.49
19495,1.86,PREMIUM,H,SI2,62.3,57.0,11520,7.85,7.82,4.88
19496,2.19,GOOD,I,SI2,63.7,57.0,11522,8.23,8.19,5.23
19497,1.56,IDEAL,G,SI1,61.2,56.0,11522,7.49,7.51,4.59
19498,1.5,GOOD,G,VS1,63.8,59.0,11524,7.16,7.22,4.59
19499,2.01,GOOD,J,VS1,63.7,59.0,11526,7.93,7.86,5.03
19500,1.58,IDEAL,I,VVS1,61.7,53.0,11526,7.52,7.53,4.65
19501,1.54,VERY GOOD,H,VS2,62.1,62.0,11527,7.31,7.38,4.56
19502,1.38,IDEAL,G,VS1,62.2,54.0,11527,7.18,7.14,4.45
19503,1.2,IDEAL,G,VVS2,60.9,56.0,11530,6.86,6.91,4.19
19504,1.2,IDEAL,G,VVS2,61.0,56.0,11530,6.86,6.88,4.19
19505,1.56,IDEAL,H,VS2,61.5,56.0,11531,7.46,7.5,4.6
19506,1.31,IDEAL,G,VVS2,60.9,56.0,11531,7.17,7.07,4.32
19507,1.51,VERY GOOD,G,VS2,62.1,57.0,11532,7.37,7.32,4.5
19508,1.5,VERY GOOD,E,SI1,61.4,59.0,11533,7.24,7.41,4.5
19509,1.63,PREMIUM,I,VS1,61.1,57.0,11534,7.7,7.58,4.67
19510,1.6,VERY GOOD,E,SI2,62.5,54.0,11537,7.5,7.55,4.7
19511,1.03,PREMIUM,E,VVS1,58.8,59.0,11538,6.63,6.6,3.89
19512,1.51,IDEAL,H,VS2,62.2,57.0,11540,7.33,7.29,4.55
19513,1.51,PREMIUM,H,VS2,60.2,60.0,11540,7.35,7.33,4.42
19514,1.51,PREMIUM,H,VS2,62.3,59.0,11540,7.32,7.28,4.55
19515,1.51,IDEAL,H,VS2,60.6,57.0,11540,7.46,7.45,4.52
19516,2.0,PREMIUM,G,SI2,61.4,59.0,11544,8.14,8.06,4.97
19517,3.0,GOOD,E,I1,64.2,65.0,11548,9.08,8.96,5.79
19518,1.1,IDEAL,D,VVS2,62.2,57.0,11550,6.58,6.54,4.08
19519,2.01,GOOD,J,SI2,63.4,59.0,11554,7.95,7.99,5.05
19520,1.73,VERY GOOD,I,SI1,60.9,59.0,11554,7.71,7.68,4.69
19521,1.5,GOOD,E,SI1,58.5,59.0,11554,7.45,7.49,4.37
19522,1.5,IDEAL,H,VS1,61.0,56.8,11557,7.36,7.4,4.5
19523,1.53,VERY GOOD,H,VS2,60.9,63.0,11557,7.41,7.37,4.5
19524,1.71,IDEAL,I,VS2,60.5,56.0,11559,7.73,7.71,4.67
19525,1.7,VERY GOOD,H,SI1,63.6,59.0,11560,7.46,7.55,4.77
19526,1.55,PREMIUM,H,VS1,62.6,58.0,11562,7.4,7.34,4.61
19527,1.51,VERY GOOD,E,SI1,63.1,58.0,11565,7.28,7.23,4.58
19528,1.51,PREMIUM,E,SI1,62.6,55.0,11565,7.33,7.25,4.56
19529,1.51,PREMIUM,E,SI1,62.8,59.0,11565,7.3,7.26,4.57
19530,1.51,PREMIUM,E,SI1,61.5,61.0,11565,7.41,7.31,4.53
19531,2.01,VERY GOOD,J,SI1,63.4,57.0,11566,7.97,7.89,5.03
19532,1.55,PREMIUM,H,VS2,60.7,58.0,11567,7.51,7.47,4.55
19533,1.21,IDEAL,G,VVS1,61.5,56.0,11572,6.83,6.89,4.22
19534,1.5,IDEAL,G,SI1,62.8,54.0,11572,7.31,7.29,4.58
19535,1.02,IDEAL,D,VVS2,62.2,59.0,11573,6.41,6.46,4
19536,1.54,PREMIUM,G,SI1,60.5,61.0,11574,7.47,7.44,4.51
19537,1.55,IDEAL,I,VS2,61.8,55.0,11574,7.4,7.44,4.58
19538,1.57,PREMIUM,H,VS2,61.0,59.0,11575,7.54,7.5,4.59
19539,1.75,IDEAL,G,SI2,61.6,54.8,11576,7.73,7.78,4.78
19540,2.09,GOOD,J,VS2,57.2,64.0,11576,8.51,8.46,4.85
19541,1.5,GOOD,G,VS2,63.3,62.0,11577,7.08,7.2,4.52
19542,1.63,PREMIUM,G,SI1,59.9,60.0,11578,7.64,7.61,4.57
19543,2.18,PREMIUM,H,SI2,62.3,59.0,11579,8.37,8.26,5.18
19544,1.51,IDEAL,H,VS1,62.6,56.0,11580,7.28,7.32,4.57
